Name,Address,Rooms,District,AGA Division,PS/MC/UC,Logitiute,Latitude,Category,Grade,Final_Grade,Food_Type,Hotel_ID
BANDAGIRI VILLAGE ECO RESORTS,"GONNORUWA ROAD,HAMBANTOTA",22,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.142757,6.234207,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01111
KIRUWANA ELLA GUEST,"URUBOKKA ROAD,MORAGALA,KIRILIPANA",6,Matara,Matara,Pasgoda Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01112
MOULINI HOTEL,"KODIKAMAM NORTH,KODIKAMAM",5,Jaffna,Jaffna,Jaffna Divisional Secretariat,,,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01113
CEYBANK REST - KATARAGAMA,"TISSAMAHARAMA ROAD,KATARAGAMA.",26,Moneragala,Katharagama,Katharagama Divisional Secretariat,81.330985,6.412627,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01114
SANULA GUEST HOUSE,"SANULA GUEST HOUSE,BANDARWATHTHA,WATHTHAGAMA,SOUTH DICKWELLA",7,Matara,Dickwella,Dickwella Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01115
THUDUWA CAMP,"SAMAGIPURA,KIRIIBBANWEWA,SEWANAGALA",6,Moneragala,Thanamalwila Pradeshiya Sabha,Sewanagala Divisional Secratariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01116
HETTIARACHCHI FAMILY RESTURANT & GUEST HOUSE,"NO 151,MATHUGAMA ROAD,PELAWATHTHA",6,Kalutara,Walallawita Pradeshiya Sabha,Walallavita Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01117
SEA MOON GARDEN GUEST HOUSE,"KALMUNAI ROAD, MAIN STREET, KIRANKULAM 06 NORTH, BATTICALOA",7,Batticaloa,,Manmunai Pattu Divisional Secretariat,81.763094,7.613703,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01118
VILLA LANKA PEARL,"23/13, GHANATHILAKA MAWATHA, WELLABODA, BALAPITIYA",6,Galle,,Balapitiya Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01119
HOTEL HONEY MOON,"KANDY ROAD,NAVATKULI,KAITHDY.",7,Jaffna,Kalmunai,Jaffna Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01120
SUN RISE GUEST,UDAKALAGAMA.POLONNARUWA ROAD.HABARANA,6,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.747548,8.027473,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01121
REST HOUSE - BOGAWANTALAWA,"11O.MAIN STREET,BOGAWANTALAWA",3,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Ginigathhena,80.678775,6.795292,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01122
DALAWELLA BEACH RESORT,NO448.DALAWELLA.UNAWATUNA,8,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.259485,6.002037,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01123
SARANGA HOLIDAY INN,37.ELLA ROAD.WELLAWAYA.,10,Moneragala,Wellawaya,Wellawaya Divisional Secretariat,81.100217,6.733045,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01124
NEW GROSVENOR HOTEL,KANDY ROAD.HELAGALA.DANOWITA,8,Gampaha,Madurawala Pradeshiya Sabha,Mirigama Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01125
HOTEL SHANIKA,NO 175.BALAGOLLA.KENGALLA,10,Kandy,Kundasle,Kundasale Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01126
SAYURIMA HOTEL & GUEST HOUSE,"GOVIYAPANA, AHANGAMA",7,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.380499,5.965326,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01127
HOTEL SAMENRA,520/5.COLOMBO ROAD.KADUWELA,5,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01128
GREEN B CORNER,MAKATHMAKANTHY VEETHY.CHAVAKACHCHERI,5,Jaffna,Chavakacheri,Chavakachcheri,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01129
MANDARA ROYAL RESORT,"253, HORAGOLLA, NITTAMBUWA",5,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,80.08492,7.134154,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01130
COPPENRATH GUEST HOUSE & RESTAURENT,NO 61 A.WIJAYA ROAD.TANGALLE,6,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.800652,6.032977,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01131
GING OYA LODGE,KAMMALA NORTH.WAIKKALA,6,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01132
THUSHARA RESTAURANT & GUEST HOUSE,NO 02.NUWARAELIYA RD.WELIMADA.,6,Badulla,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,80.912443,6.907542,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01133
PINE VILLAGE GUEST HOUSE,"VELEGAMA, UVA - THANNA",10,Badulla,Haldummulla Pradeshiya Sabha,Haldummulla Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01134
ROYAL MOUNT HOTEL,NUWARAELIYA ROAD.PARADEKA,7,Kandy,Udapalatha,Gampola Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01135
ROYAL GARDEN RESTAURANT,"903/18, WILLIOM GOPALLAWA MAWATHA, KANDY",25,Kandy,Gagawata Koralya,Gagawata,80.61308,7.274373,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01136
SIKURU GARDEN HOTEL,KUSUM POKUNA ROAD.DIULANKADAWALA. MEDIRIGIRIYA,8,Polonnaruwa,Medirigiriya Pradeshiya Sabha,Medirigiriya Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01137
PANORAMA HOTEL,"9/3, NAOTUNNA, TALALLA",7,Matara,Devinuwara Pradeshiya Sabha,Devinuwara Divisional Secretariat,80.630098,5.946184,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01138
AMILA GUEST HOUSE,"NO 5,LOVE LANE.CROSS ROAD,UPPUWELI,TRINCOMALEE",5,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.215846,8.594559,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01139
PARADISE RESORT,"15/ 8 A, DANGOLLA ROAD, GATAMBE,KANDY",18,Kandy,Kandy,GANGAWATA KORALAYA,80.608277,7.270056,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01140
DELMAR MOUNT VIEW HOTEL,"NO :213/7, ALADENIYA, WERELLAGAM, KANDY",8,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.565804,7.337839,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01141
DELTHOTA VILLAGE,"154, BOPITIYA ROAD, DELTOTA",8,Kandy,Pathahewaheta,Pathahewaheta Divisional Secretariat,80.699216,7.174126,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01142
M.B GUEST HOUSE & RESTAURENT,NO :100/2. PALANGATURE. KOCHCHIKADE,5,Gampaha,Negombo,Negombo Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01143
RAN SEA HOTEL,"WATTHEGAMA, DICKWELLA.",12,Matara,Dickwella,Dickwella Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01144
HOTEL BINOTA,NO 21. BONAVISTA ROAD. KELEGALA. NUWARA ELIYA,9,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.774704,6.955417,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01145
NETHMINI GUEST & REST,"1ST MILE POST ,AMPARA ROAD,SIYABALANDUWA",15,Moneragala,Ampara,Moneragala Divisional Secretariat,81.558596,6.918292,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01146
PARADISE INN-,"NO 67,GANGABODA ROAD,DELTARA",19,Colombo,Kesbewa,Kesbewa Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01147
CHOYS WATER FRONT RESIDENCE,"NO31,CUSTOM HOUSE ROAD,NEGOMBO",8,Gampaha,Negombo,Negombo Divisional Secretariat,79.835564,7.208541,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01148
NONAGAMA VILLAGE TOURIST GUEST HOUSE,"NO 275,TANGALLE ROAD,EKKASSE,AMBALANTOTA",7,Hambantota,Ambalantota Pradeshiya Sabha,Ambalantota Divisional Secretariat,80.992906,6.114312,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01149
HOTEL RED ROSE,"NO 32B,CEMETRY ROAD,KUDAPADUWA,NEGOMBO",7,Gampaha,Negombo,Negombo Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01150
THE HAVELOCK PLACE BUNGLOW,"NO 6 & 8,HAVELOCK PLACE,COLOMBO 05",7,Colombo,Colombo,Colombo Divisional Secretariat,79.865045,6.885259,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01151
GODAGAMA REACH HOTEL,"NO23/3,SAMANALA UYANA, PADUKKA ROAD,GODAGAMA,MEEGODA",18,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.035188,6.84855,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01152
COCOON SEA RESORT,"NO 903,GALLE ROAD,DUWE MADARA,KOSGODA",7,Galle,balapitiya,Balapitiya Divisional Secretariat,80.022195,6.348125,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01153
POWER ZONE GUEST HOUSE,"NO743/1,MATALE ROAD,ALAWATUGODA",5,Kandy,Akurana Pradeshiya Sabha,Akurana Divisional Secretariat,80.612297,7.403021,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01154
GIRAGALA VILLAGE RESTAURENT,"BANDARAMULLA,MIRISSA",17,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.462675,5.943054,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01155
SHANGHAI,"SHANGHAI ENTERPRISES,NO 12,FIRST LANE,ANGULANA STATION ROAD,MORATUWA",5,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.881909,6.802403,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01156
MOUNT WAVES HOTEL,"NO 17-19, DE SERAM ROAD,MOUNT LAVINIA",9,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.86475,6.840511,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01157
DICKWELLA BEACH HOTEL,"NO.112, MAHAWELA ROAD, DICKWELLA",15,Matara,Dickwella,Dickwella Divisional Secretariat,80.69762,5.964324,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01158
INDRA HOTEL,"174/3,NADUNA WATTA,RAGAMA ROAD,KADAWATHA",19,Gampaha,Gampaha,Gampaha Divisional Secretariat,79.950605,7.002975,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01159
NANDANA WIJAYA FOOD & REST,"NO 509,HIGH LEVEL ROAD,WEJERAMA,NUGEGODA",5,Colombo,Maharagama,Maharagama Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01160
RUWALA RESORT,"KALPITIYA ROAD,THIHALIYA,ETHTHALE",6,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.735411,8.109541,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01161
HOTEL MIHIRA VILLAGE,"ANURADHAPURA ROAD, DETHAWA, AMBANPOLA.",8,Kurunegala,Kurunegala,Ambanpola Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01162
THE ICEBEAR GUEST HOUSE,"95,LEWIS PLACE, NEGOMBO",8,Gampaha,Negombo,Negombo Divisional Secretariat,79.840137,7.224388,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01163
HANSA HOLIDAY REST,"NO 5/1, WEWALA KANDA, WEWALA - HORANA",15,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,80.068375,6.701054,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01164
INDRANS,"40/5, RAILWAY STATION ROAD, VAVUNIYA",6,Vavuniya,Vavuniya,Vavuniya,80.494198,8.752929,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01165
MOUNT ROYAL HANTHANA,"NO.02, ATHULGAMA, MATIHAKKA WATHTHA, UDUWELA, HANTHANA",10,Kandy,Pahatha Hewaheta,Puliyadda,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01166
NIPPON VILLA BEACH RESORT,"NO.412/D, GALLE ROAD, WEWALA, HIKKADUWA",26,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.103424,6.128514,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01167
STAR HOTEL & RESTAURANT,"MALISANTHY, KARAVEDDY",7,Jaffna,Vadamarachchy South West,Karaveddy,,,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01168
AANA,"225 A9 RD KANAGARAYANKULAM ,VAVUNIA",10,Vavuniya,Vavuniya,Vavuniya,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01169
HOTEL ASHFORD - NUWARA ELIYA,"WELIMADA ROAD, SEETHA ELIYA, NUWARA ELIYA",20,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.806478,6.934051,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01170
BEEMA RESORTS,"NO 9,RANWAN UYANA,MUNGAMA,HORANA",6,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01171
DIYA ULPATHA TEA GARDEN RESORT,"MAWATHAGODA ROAD,HORAVALA",5,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,80.129562,6.472226,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01172
SANOREECH HOTEL,"NO :391/1 ,CHILAW ROAD,DALUPOTHA,NEGOMBO",5,Gampaha,Kundasle,Negombo Divisional Secretariat,79.850068,7.225966,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01173
SAPTHAPADHI,"NO:35, COLOMBO ROAD,MALANGAMA,RATNAPURA",14,Ratnapura,Ratnapura,Balangoda Divisional Secretariat,80.383669,6.732908,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01174
PAWANA RESTAURANT AND GUEST HOUSE,"NO 90/2, WISHWAKALA ROAD,WISHWAKALAWA,PILIYANDALA",7,Colombo,Kesbewa,Kesbewa Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01175
GREYSTONES VILLA,"""GREYSTONE VILLA"", DIYATALAWA",5,Badulla,Haputale,Haputale Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01176
M.P.S.VILLAGE,"KALUNDEWA ROAD, DAMBULU OYA JUNCTION, DAMBULLA",12,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.677775,7.798769,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01177
"AARYA LAGOON ,KALPITIYA","KALPITIYA ROAD,MAMPURI",5,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.742325,7.995629,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01178
WHITE HOUSE HOLIDAY INN,"15/4,BUTTHALA ROAD,PANGUWATTA GAMA,PASSARA",6,Badulla,Badulla,Passara Divisional Secretariat,81.162021,6.933551,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01179
MANOMA LEISURE VILLAGE,"NO 165/11 , UPPER LAKE ROAD , NUWARA ELIYA",12,Nuwara Eliya,Sri Jayawardenapura-Kotte,Nuwara Eliya Divisional Secretariat,80.785329,6.957035,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01180
SEA BREEZE RESTAURANT & GUEST INN,"430,BEACH ROAD,SAINTHAMARUTHU",7,Ampara,Kalmunai,Sainthamarathu Divisional Secretariat,81.840089,7.408089,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01181
SEVEN ELEVEN HOTEL,"NO:269/L,ARALIYA UYANA,HOKANDARA ROAD,THALAWATHUGODA",11,Colombo,Maharagama,Maharagama Divisional Secretariat,79.94153,6.879555,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01182
EXCELL HOTEL & RESTAURANT,"MAIN STREET,URUBOKKA",8,Matara,Pasgoda Pradeshiya Sabha,Pasgoda Divisional Secretariat,,,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01183
FARCRY,"PERAKANATTE, GANGEYAYA, WILGAMUWA, WASGAMUWA",6,Matale,Wilgamuwa Pradeshiya Sabha,Wilgamuwa Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01184
PANWILA CABANAS,"CINNAMON NR.030,PANWILA,80240,HIKKADUWA",6,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.123665,6.132364,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01185
HAPPY LEONI HOTEL,"NO 329/6,MAHAWELA WATHTHA,5TH LANE,MEHENTHALE ROAD,ANURADHAPURA",10,Anuradhapura,Anuradhapura,Anuradhapura East,80.487041,8.353516,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01186
SANDADIYA GUEST HOUSE AND RESTAURANT,"DEBARAWEWA LAKE LANE,DEBARAWEWA,TISSAMAHARAMAYA",7,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.268153,6.287025,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01187
ISURU RESTAURANT,"NO.42/B, KANDY ROAD, GELIOYA",12,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.597858,7.216917,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01188
TISARA VILLAS,"ADAGEWATTA,DUWAMALALA RD,KATUKURUNDA,HABARADUWA",20,Galle,Galle,Habaraduwa Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01189
NUMBER ONE MIRISSA HOTEL,"NO 1,KOPPARAMULLA,MIRISSA",9,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01190
SEYANA ECO LODGE,"LANKAGAMA,NELUWA,GALLE",6,Galle,Galle,Neluwa Divisional Secretariat,,,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01191
ROYAL BAR AND HOTEL,"NO 44,KINGS STREET,KANDY",6,Kandy,Kandy,Kandy Divisional Secretariat,80.63758,7.295276,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01192
AARYA HOTEL,"KOLONGALLA ESTATE,RANDENIYA,HIRIWADUNNA",7,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.382392,7.272594,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01193
RIMACO HOTEL,"NO 01,COLOMBO RD,KAHATHUDUWA",6,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01194
THEVNI RECEPTION HALL AND HOLIDAY RESORT,"216,ARAKWILA,BOPE,PADUKKA",15,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,80.14494,6.817573,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01195
PLATINUM RESORT,"NEW KANDY ROAD,NELUMKULAMA,ANURADHAPURA",6,Anuradhapura,Anuradhapura,Anuradhapura East,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01196
EURO STAR HOLIDAY INN,"KADAWATHA ROAD , ULHITIYAWA , WENNAPPUWA",5,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,,,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01197
MIRISSA BAY RESORT,"UDUPILA,MIRISSA",9,Matara,Uhana Pradeshiya Sabha,Weligama Divisional Secretariat,80.459803,5.944825,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01198
NEW CASAROMANA REST,"NO : 03 ,KULIYAPITIYA ROAD ,HETTIPOLA",6,Kurunegala,Kurunegala,Kuliyapitiya East Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01199
GOLDEN VIEW,"NO 68,EGODAWATTA,BORALESGAMUWA",11,Colombo,Kesbewa,Kesbewa Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01200
NICE PLACE RESTURANT & BUNGALOWS,"INAMALUWA,DAMBULLA.",7,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.691631,7.909657,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01201
PREMACHANDRA TOURIST HOTEL,"NO 15,NADEE MAWATHA,EGODA UYANA,MORATUWA",10,Colombo,Moratuwa,Moratuwa Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01202
THILINA REST HOUSE,"WADAKADA,NARAMMALA ROAD,KAIKOLE,POLGAHAWELA",7,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01203
SEMILA GREEN GARDEN HOTEL,"NO 152,KODIKARA WATHTHA,MADATUGAMA",8,Anuradhapura,Anuradhapura,Anuradhapura East,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01204
TISSA INN,"WELLAWAYA ROAD,TISSAMAHARAMA",12,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01205
GREEN WOOD TOURIST GUEST HOUSE,ALIKANDAWATTA ELAHERA,6,Matale,Matale,Matale Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01206
DE SILVA WIND RESORT KALPITIYA,"PUDUKUDUIRUPPU,SEETHAWADI,KALPITIYA",9,Puttalam,Puttalam,Puttalam Divisional Secretariat,79.740314,8.230936,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01207
TEA BUSH HOTEL,"NO:29,HADDON HILL ROAD,NUWARA ELIYA",9,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.762923,6.962004,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01208
GRAND REGENT,"GALKOTUWA, POTHANA, KIMBISSA, SIGIRIYA",12,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.722325,7.934016,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01209
"DANYAA RESTAURANT,BAR & ACCOMMODATION","NO.605, BAR ROAD, BATTICALOA",6,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,,,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01210
THE HIDEOUT SIGIRIYA HOLIDAY RESORT,"PALUTAWA ROAD,RANGIRIGAMA,KIMBISSA",9,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.722329,7.934016,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01211
ASVIKA HOTEL,"NO.09, SAWMIYAPURAM, KOTAGALA",14,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.597509,6.916606,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01212
NUMBER TWENTY VILLA,"NO 20,MIDDLE STREET,FORT,GALLE",5,Galle,Galle,Galle Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01213
CINNAMON INN,"CINNAMON INN,KONGALA,HAKMANA",5,Matara,Matara,Hakmana Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01214
WIMAL RESORT,"274/24,PARANGIYA WATTA,PEELLAGODA,UNAWATUNA",9,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.248947,6.010034,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01215
NOOIT GEDACHT CASTLE O VILLA,"182, MATARA ROAD, UNAWATUNA",38,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01216
NIL DIYA MANKADA SAFARI LODGE,"C.D.E.PLACE,WALAWEGAMA,UDAWALAWA",5,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,80.840427,6.417966,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01217
AMAL VILLA,"ROBOLGODA,BENTHOTA",7,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.001058,6.411774,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01218
PIGEON ISLAND VIEW GUEST HOUSE,"9TH MILE POST,NILAVELI",12,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.197698,8.686514,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01219
CEYLONICA BEACH,"NO 47,LEWIS PLACE,NEGOMBO",10,Gampaha,Negombo,Negombo Divisional Secretariat,79.839985,7.222095,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01220
PAHAN LANKA FAMILY RESTURANT,"MILLAGAS JUNCTION,PANNIPITIYA,WASKADUWA",6,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01221
CORAL SEAS BEACH RESORT,"N0.346, GALLE ROAD, HIKKADUWA",8,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100077,6.134225,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01222
AMANDA HILLS KANDY,"65, SARANANKARA ROAD, KANDY",12,Kandy,Kandy,Kandy Divisional Secretariat,80.641838,7.287181,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01223
GAMODH CITADEL RESORT,"LOLUWAGODA ,ELAYAPATHTHUWA,ANURADHAPURA",10,Anuradhapura,Anuradhapura,Anuradhapura East,80.364711,8.364036,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01224
